institution,institution_fullname,title,abstract,author,firstname_lastname,year,program,Category,prob_EEE
Guelph,University of Guelph,Effects of an Oxytocin Receptor Antagonist on Estrogens' Facilitative Effects on Social Recognition in the Medial Amygdala on Female Mice.,"Estrogens and oxytocin have shown to facilitate social recognition. Estrogens have been implicated in mediating oxytocin and oxytocin receptor production. Estrogens can rapidly facilitate social recognition in the paraventricular nucleus and medial amygdala, and an oxytocin receptor antagonist (OTRA) has prevented social recognition. We predicted estrogens' rapid mediation of oxytocin would facilitate social recognition, occurring in the medial amygdala itself. We examined whether 17#xF062;-estradiol (E2) in the medial amygdala could rapidly facilitate social recognition. Next, we investigated if this process was mediated by oxytocin binding to its receptors. Lastly, we confirmed E2 rapid facilitation of recognition in the medial amygdala is social specific. We found E2 in the medial amygdala rapidly facilitates social recognition; E2's effect on social recognition is blocked by OTRA; and E2 did not rapidly facilitate object recognition. This suggests estrogens' rapid effects on social recognition in the medial amygdala occurs through a modulation of oxytocin.","Sexton, Christine.",Christine Sexton,2022,MSc,other,0.3274615413373979
Guelph,University of Guelph,"Effects of black soldier fly meal and its components on the growth performance, nutrient retention, gut histology and gut microbiome of rainbow trout.","Insects, such as black soldier flies (BSF), have garnered attention in the aquaculture industry as a sustainable protein and lipid alternative to fishmeal and fish oil. However, research is lacking in understanding the beneficial effects of insect diets on fish growth and health. The aim of this thesis was to investigate the effects of feeding BSF and BSF components, on growth performance, nutrient utilization, plasma biochemistry, gut histology and gut microbiome of juvenile rainbow trout (Oncorhynchus mykiss). Two 12-week feeding trials were performed where rainbow trout (29.63 ± 4.41 g) were fed with fishmeal and soybean-based diets, where fishmeal and fish oil were replaced with 5 and 10% full-fat BSF, 5 and 10% defatted BSF, 4% BSF oil and 1% BSF chitin. Growth performance and nutrient retention were highest in fish fed the BSF oil and chitin diets, which also had changes in gut histology and the microbiome.","Riesenbach, Carmi.",Carmi Riesenbach,2024,MSc,EEE,0.5170752232892429
Guelph,University of Guelph,"Effects of development stage and nitrogen status on corn (Zea mays l.) spectral reflectance, and prediction of nitrogen requirement from multispectral imagery acquired by unmanned aerial vehicle.","The yield response to nitrogen, also called delta yield, is a key feature of many precision agriculture strategies to reduce the environmental and economic costs of nitrogen (N) fertilization of corn crops. Unmanned aerial vehicles (UAVs) are an emerging crop monitoring tool able to rapidly measure spectral reflectance of crop canopies. Vegetation index (VI) maps derived from UAVs may improve N rate determination through estimation of spatial and temporal variation in corn leaf-N concentration. A fixed-wing UAV carrying multispectral sensors captured images from the V4 to V14 development stages for six pre-plant N treatments, and the resulting data were compared against ground-based spectral and leaf tissue data. After normalizing against a non-limiting N treatment, the Normalized Difference Rededge Index (NDRE) at the V10 timing was the strongest predictor of delta yield but it could not predict the most economic rate of nitrogen (MERN) within a $25 ha-1 margin.","Nederend, Jacob.",Jacob Nederend,2022,MSc,EEE,0.5471795745420887
Guelph,University of Guelph,"Effects of dietary camelina, flaxseed, and canola oil supplementation on inflammatory and oxidative markers, transepidermal water loss, and skin and coat health parameters in healthy adult dogs and horses.","Camelina oil provides a rich source of omega-3 fatty acids, which are commonly used to support skin and coat health claims in canine and equine diets. Hence, the focus of this thesis is to investigate the effects of dietary camelina oil on skin and coat health outcomes in dogs and horses, in comparison to flaxseed and canola oil. No differences in inflammatory and oxidative marker concentrations, transepidermal water loss, or skin and coat health scores, were observed in animals fed camelina oil vs. flaxseed or canola oil. These findings suggest that in terms of the skin and coat health outcomes assessed, camelina oil is comparable to flaxseed and canola oil, which are currently used to increase omega-3 inclusion in canine and equine diets. Therefore, this ingredient has the potential to provide an alternative oil source of omega-3 fatty acids for dogs and horses, while supporting skin and coat health claims.","Richards, Taylor.",Taylor Richards,2022,MSc,other,0.32350647876062766
Guelph,University of Guelph,"Effects of space allowance on behaviour, physiology, skin lesions and meat quality of pigs transported in an actively ventilated vehicle in the summer and winter.","During road transportation of pigs, space allowance is a factor that can impact their welfare, especially when combined with extreme summer or winter temperatures. This project investigates the effects of space allowance on behaviour, physiology, and meat quality of pigs transported in a triple flat-deck actively ventilated trailer during the summer and winter seasons in Canada. Market pigs were assigned to different space allowance conditions tested throughout the trailer over a 6-week period in both seasons. Microclimate conditions were recorded in the trailer during three phases of transport, while behaviour, physiological indicators, carcass, and meat quality were assessed at the abattoir from a subsample of focal pigs from each season. Our results demonstrate were that location within the trailer, had a greater impact on the postures in lairage, lactate and creatine kinase (CK) levels, skin lesions and pork quality traits than the space allowance treatments applied.","Pasquale, Vanessa.",Vanessa Pasquale,2022,MSc,EEE,0.5991741233661546
Guelph,University of Guelph,"Effects of subalpine and alpine soil from Vancouver Island, British Columbia, on the germination and growth of Pacific silver fir, mountain hemlock, and yellow cedar in a greenhouse.","Montane treelines worldwide often shift upwards in response to climate change, leading to a decrease in montane meadow extent. I performed a greenhouse study using soils from two treelines on Vancouver Island to grow seedlings of Pacific silver fir, mountain hemlock, and yellow cedar to determine the influence of soil origin on treeline dynamics. Mountain hemlock seedlings grown in Forest (subalpine forest) soils had longer roots than those grown in Alpine (alpine) soils; however, they had lower percent germination in soils from Mt. Washington, British Columbia. There were no intraspecies differences for seedling shoot length or biomass, or root biomass between Forest and Alpine soils. Mountain hemlock seedlings had greater shoot and root lengths and biomass than Pacific silver fir. Forest soils had marginally greater proportions of coarse sand or gravel, and more organic matter than Alpine soils. There were no differences for nutrients. Overall, results suggest that soils can influence seedling establishment and growth at the treeline.","Shay, Emma.",Emma Shay,2022,MSc,EEE,0.8956822880170014
Guelph,University of Guelph,Efficacies of Biological Control Agents for Controlling Fusarium spp. in Soilless Cannabis Cultivation.,"The cannabis cultivation industry is facing many challenges dealing with pathogen control. This thesis investigated the use of biological control agents (BCAs) to suppress the severity and incidence of Fusarium proliferatum on cannabis in a soilless growing system. Four BCAs (Actinovate, Jumpstart, Quickroots, and Rootshield) showed strong suppression of F. proliferatum in vitro. On vegetative cannabis plants, Rootshield and Actinovate suppressed the spread of F. proliferatum on the tops of rockwool blocks. The inoculation of F. proliferatum with and without BCAs on flowering cannabis did not affect height, biomass, inflorescence yield or inflorescence cannabinoid and terpene concentrations. Further, Quickroots and Rootshield colonized cannabis roots and persisted in a soilless system more than two weeks after inoculation. Severe symptoms associated with Fusarium infection were not observed under optimal growing conditions. This thesis reports the results of several BCA tests to control F. proliferatum on cannabis, and outlines growth and quality implications.","Nesbitt, James.",James Nesbitt,2023,MSc,EEE,0.6592045024935812
Guelph,University of Guelph,Efficacy and Tolerability of An mRNA Vaccine Expressing gB and pp38 Antigens of Marek's Disease Virus in Chickens.,"Currently vaccines against Marek's disease virus (MDV) prevent death and limit tumor growth in infected birds. However, they do not control virus shedding from the skin and feather follicle epithelial cells. The present study aimed to explore the utility of an mRNA vaccine for conferring immunity against Marek's disease. Challenge trials were carried out to evaluate the efficacy of different doses of a MDV mRNA vaccine, the necessity of boosting, and the host responses following intramuscular injection of two doses of mRNA vaccines. Tumor incidence, lesion scores, and MDV load in feather tips at 21 days post-infection were significantly decreased after two inoculations of the vaccine compared to the MDV group. Transcriptional analysis showed upregulation of interferons, interferon-stimulated genes, and cytokines in both spleen and lungs within the first 36 hours of the immunization. The results of the present study provide evidence that mRNA vaccines can induce immunity against MD.","Fazel, Fatemeh.",Fatemeh Fazel,2023,MSc,other,0.262704687700668
Guelph,University of Guelph,Efficacy of environmental DNA metabarcoding for fish community surveys.,"Environmental DNA (eDNA) metabarcoding is an emerging approach for the detection of whole biological communities from environmental bulk samples. This method is gaining acceptance towards broader application as a fish biomonitoring tool in Canada. However, species detections are often not congruent with conventional methods, which calls for further validation studies. In this thesis, I investigate the impact of sediment resuspension on species detection using eDNA metabarcoding and evaluate congruence with conventional methods. I found that sediment resuspension had a minimal effect on species detection. However, false negatives occurred for two species. To investigate the occurrence of false negatives across Canadian freshwater fishes, I collated species detections from five studies. I found that ~50% of species are affected by taxonomic blind spots arising from various sources. This thesis demonstrates the capabilities and limitations of eDNA metabarcoding for Canadian freshwater fish biomonitoring and proposes solutions to address taxonomic blind spots.","Myler, Erika.",Erika Myler,2023,MSc,EEE,0.6861405051878673
Guelph,University of Guelph,Efficient Two-Stage Genetic Algorithms for Comprehensive Multi-Objective Flexible Job Shop Scheduling Problems.,"Among all the different scheduling problems, the Job shop Scheduling Problem (JSP) and Flexible job shop Scheduling Problem (FJSP) are the most popular and difficult optimization problems. FJSP is an expansion of JSP where an operation has a set of eligible machines, unlike only a single machine at JSP. JSP and FJSP are classified as non-polynomial-hard (NP-hard) problems that exact algorithms cannot guarantee finding the optimum solution in a finite time. So several heuristic and metaheuristic techniques have been developed to solve them, including Genetic Algorithm (GA), which is by far the most popular one. However, the quest for more efficient and effective algorithms continues.Regular GA (RGA) for solving FJSP determines both assignments of operations to machines and their sequences simultaneously through a random process guided by the principles of natural selection and evolution. In this research, we develop a Two- Stage Genetic Algorithm (2SGA), with the first stage being different from RGA for FJSP found in the literature. The first stage has a unique solution encoding that only determines the operation sequence for assignment and then uses a greedy approach to assign the machine with the quickest completion time to each operation, considering the current machine load and process time. The first stage creates a high-quality initial population for the second stage that follows the common approach of RGA for FJSP to enable the algorithm to search the entire solution space by including solutions that might have been excluded because of the greedy nature of the first stage.The efficiency of 2SGA compared to RGA and some other common algorithms has been successfully tested using published FJSP benchmark problems and randomly generated examples. We also applied 2SGA to more comprehensive FJSP models with several features, including detached or attached sequence-dependent setup, machine release date, process lag time, lot streaming, outsourcing option, and subassembly requirement. Numerous comprehensive sample problems have been generated to show that 2SGA out- performs the RGA in different aspects like convergence speed and solution quality. We also noted that the superiority of the 2SGA over RGA is much greater when solving large-size and more complex problems, rendering it a viable choice for solving practical problems typically encountered in industries. We also showed that further performance improvement of the 2SGA can be achieved using parallel computation. Parallel computation is considered the most effective method to improve GA performance. However, we have demonstrated using several numerical examples that the sequential version of the 2SGA (using a single CPU) outperforms a parallel implementation of the RGA that uses many CPUs. This shows that 2SGA is potentially a game-changing concept.The vast majority of scheduling algorithms consider only one or two objectives from a very limited list of performance metrics, while industries seek to optimize various performance measures simultaneously. Hence in this research, we expanded the 2SGA for the FJSP model to incorporate multiple (up to 10) objectives. Numerical examples are presented to illustrate the greater need for multi-objective optimization in larger problems due to their interaction and relevance in providing better solution quality. The results show the strong capability of 2SGA to jointly optimize all the objective functions and how it outperforms the RGA. However, 2SGA is not able to minimize the Earliness/Tardiness (E/T) objectives due to its greedy nature. This can be a pragmatic issue for 2SGA since job shops usually receive orders with due dates. So we have modified the 2SGA solution encoding further to include the intentional delay of the jobs and illustrated how it could address comprehensive multi-objective E/T FJSPs.","Rooyani, Danial.",Danial Rooyani,2023,PhD,other,0.1517718061453931
Guelph,University of Guelph,Electrochemical Exfoliation of Graphite and Purification of the Formed Graphene Oxide.,"Graphene-based nanomaterials continue to be an extensively studied material in recent years due to their unique properties and various applications. Before they can be effectively implemented into many fields including energy storage, catalysis, sensing, membranes, composites, and environmental applications, their production must be scaled up. Current methods to produce graphene-based nanomaterials are either top-down or bottom-up, and are typically energy intensive, have low throughput, or generate significant wastes. Electrochemical exfoliation (ECE) has emerged as a new method for environment-friendly production of graphene-based nanomaterials in a scalable way. The effects of the electrolyte and applied voltage were investigated. The electrochemical exfoliated GO was compared with the GO prepared using the traditional chemical method, demonstrating the effectiveness of the automated electrochemical process. This MSc research outlines the development of a novel approach that does not require any binders; it is facile, cost-effective and easy to scale up for a large-scale production of graphene-based nanomaterials for various applications.","Salverda, Michael.",Michael Salverda,2022,MSc,other,0.1736018648649933
Guelph,University of Guelph,Elevated Temperatures Exacerbate Developmental and Latent Dilbit Toxicity in Coho Salmon (Oncorhynchus kisutch).,"Diluted bitumen (dilbit) from Canada's oil sands is toxic to early life stages of fish, including Pacific salmon that are at an increased risk of exposure from pipeline spills. For my Master's thesis, I exposed coho salmon (Oncorhynchus kisutch) embryos to very low, environmentally relevant concentrations of the water-soluble fraction of dilbit (WSFd) at ambient temperature or at ambient + 3oC (heated), to address a key uncertainty about how environmental temperature influences the toxic response in these fish. I showed that elevated temperatures exacerbate organismal endpoints of dilbit toxicity, like mortality rates, growth and cardiorespiratory performance, immediately following exposures, and increase latent toxic effects in older life stages. This has implications for the large-scale impacts of oil spills for vulnerable fish populations as water temperatures continue to increase with climate change.","Calik, Derin.",Derin Calik,2023,MSc,EEE,0.6416599001258821
Guelph,University of Guelph,Eliciting Alpha via Deep Learning and Advanced Portfolio Optimization.,"Advances in machine learning have demonstrated the ability to exploit market inefficiencies, so that trading and investment strategies can consistently achieve returns exceeding the market's return. In this paper, we derive and explore the nature of the daily frequency annual Jensen's Alpha of common stocks listed on the US AMEX, NYSE, and NASDAQ exchanges, with respect to the Fama-French Five-Factor model, from 1963 to 2005. We leverage ResNet and transformer deep learning models to forecast Jensen's Alpha on an outof-sample proxy of the S&P 500 for the years 2006-2023. These forecasts are used to create equally weighted, Hierarchical Risk Parity, Hierarchical Equal Risk Contribution, and Nested Cluster Optimization portfolios. Our transformer model achieves the best performance, and when combined with Nested Cluster Optimization frequently demonstrates portfolios that achieve an annualized Jensen's Alpha > 3.0% over the 18 year period, demonstrating the value of these advanced machine learning techniques in finance.","Kornhauser, Wilhem.",Wilhem Kornhauser,2024,MSc,other,0.37395494627756853
Guelph,University of Guelph,Elucidating a Role for Glycogen Synthase Kinase-3 in the Regulation of Neuronal Oscillatory Function: Relevance to Learning and Memory.,"Aberrant activity of the protein glycogen synthase kinase-3β (GSK-3β) has been implicated in disorders of cognitive dysfunction, such as Alzheimer's Disease and schizophrenia, disorders that also exhibit a dysregulation in neuronal oscillatory activity. However, a direct functional relationship between region-specific changes in GSK 3β activity, neuronal oscillations, and learning and memory has not been elucidated. Here, we demonstrated that an adeno associated viral vector (AAV) mediated increase in GSK 3β activity in the prefrontal cortex (PFC) or ventral hippocampus (vHIP) of rats induced learning and memory impairments during the object recognition, object location and/or object in place tasks, neuronal oscillatory deficits in theta and/or gamma spectral power, and elevated levels of pathogenic tau phosphorylation, a GSK 3β substrate, in those same brain regions. Next, considering the widespread expression of GSK-3, and its diverse role in multiple cellular mechanisms, we investigated other approaches to regulate GSK-3β activity in a more neuroanatomically restricted way, specifically via the dopamine 5 receptor (D5R). AAV mediated knockdown of D5R in the PFC region, where the D5R is highly expressed, induced learning and memory impairments in recognition memory, associative memory, as well as spatial memory. These changes were accompanied by increased theta spectral power in multiple brain regions and increased PFC GSK-3β activity. Finally, considering the prominent role that GSK-3β plays in cognitive dysfunction, we used the methylazoxymethanol acetate (MAM) model of schizophrenia to assess whether alterations in learning and memory and neuronal oscillatory activity, were associated with changes in GSK 3 activity and/or expression and to assess sex differences in these measures. The study revealed sex-specific differences in learning and memory function, with male MAM animals exhibiting deficits during the learning trials in the T maze task, and the female MAM animals showing deficits in reversal learning. These deficits were accompanied by sex-specific differences in oscillatory activity in the theta and high gamma frequencies, and region-specific changes in the levels and/or activity of GSK 3 and phosphorylated tau protein. Collectively, these findings suggest that aberrant GSK 3 signalling may have a central involvement in disorders of cognitive dysfunction through the regulation of neurophysiological network function.","Albeely, Abdalla.",Abdalla Albeely,2022,PhD,other,0.18874652519364787
Guelph,University of Guelph,"Elucidating the Cytoprotective Effects of the Phytocannabinoids, Cannabidiol and Delta-9-Tetrahydrocannabinol, and the Role of Epigenetics in Models of Alzheimer's Disease.","Current Alzheimer's disease (AD) treatments display low efficacy, and most do not target the associated pathophysiology. Oxidative stress and epigenetic regulators, such as DNA methylation and histone-acetylation, can influence AD through modifying genes such as APP and BACE1. Interestingly, the endocannabinoid system, which is dysregulated in AD, is implicated in these phenomena, imploring investigation into the potential therapeutic use of cannabinoids in AD. It was hypothesized that phytocannabinoids, such as cannabidiol (CBD) and D-9-tetrahydrocannabinol (THC), are cytoprotective and reduce Aβ pathology via epigenetic modulation of amyloidogenic pathway genes. THC and CBD protected SH-SY5Y cells against oxidative stress and Aβ-induced cytotoxicity. THC but not CBD reduced APP and a histone acetyltransferase gene expression. Cell viability was assessed in 3xTg primary neuron cultures, and significant differences in mRNA levels of epigenetic markers were detected in male and female wild-type and AD mice. These findings support cannabinoids' therapeutic potential and the role of epigenetics in AD.","Hickey, Jordan.",Jordan Hickey,2024,MSc,other,0.16589945481973079
Guelph,University of Guelph,Elucidating the Role of Vangl2 and Its Interactions with Wnt/Beta-Catenin Signaling.,"The Wnt signaling pathway is one of the oldest and most conserved pathways in eukaryotic development playing essential roles to control cell patterning, polarity, and migration. Wnt signaling is commonly split into the Wnt/β-catenin pathway, required for cell patterning and proliferation, and the non-canonical or Wnt/Planar cell polarity (Wnt/PCP) pathway, required for cell migration and polarity. These two pathways share common ligands and receptors and the intracellular scaffolding protein Disheveled, but then diverge downstream. In Wnt/#xF062;-catenin signaling, #xF062;-catenin is a transcriptional co-activator, whereas the transmembrane protein Vangl2 induces cell polarity. I hypothesize that different mutant alleles of Vangl2 predispose the embryo to different Wnt/#xF062;-catenin sensitivities during gastrulation. Vangl2m209 and Vangl2m747 alleles have premature truncations near the C-terminus, eliminating two putative Dvl binding domains and the PDZ binding domain. Both phenotypes are recapitulated with CRISPR induced alleles. My results refute my original hypothesis and demonstrate that the C-terminal domain of Vangl2 does not affect Wnt/β-catenin signaling. Instead, my data supports a model whereby the C-terminal domain of Vangl2 suppresses Wnt/PCP signaling to constrain the Wnt/PCP signal along the dorsal-ventral axis.","Horn, Matthew.",Matthew Horn,2023,MSc,other,0.10169219698714493
Guelph,University of Guelph,Elucidating the ketamine-activated neurociruitry of the rostral linear nucleus.,"Ketamine (KET) is a psychoactive substance that, at low doses, shows therapeutic efficacy for treatment-resistant depression. We have previously shown that KET activates the rostral linear nucleus (RLi), an understudied brain region implicated in reward. In this thesis, the phenotypes of the cell populations activated by KET within the RLi were elucidated. Using fluorescence in situ hybridization with phenotype-specific marker and c-fos mRNA probes, we determined that the RLi contains dopaminergic, glutamatergic, and dual expressing dopamine (DA)/glutamate (GLUT) neuron populations. Analysis of the proportions of the RLi neuronal populations activated by KET showed that KET preferentially activates DA/GLUT hybrid neurons in both male and female rats and activates more dopaminergic neurons relative to glutamatergic neurons in male rats only. It was also shown that KET activates a population of astrocytes within the RLi. These results demonstrate that KET activates an array of cell types within the RLi, however which cell populations, if any, contribute to the antidepressant, or dissociative effects of KET remains to be elucidated.","Principe, Anthony.",Anthony Principe,2024,MSc,other,0.19902162722531502
Guelph,University of Guelph,Elucidating the mechanistic basis of cold adaptation in eastern Canadian winter wheat (Triticum aestivum L.).,"Recent winterkill events have had a significant impact on eastern Canadian winter wheat (Triticum aestivum L.) production, sparking renewed interest in the development of resilient, winter-hardy wheat cultivars. However, breeding efforts have been hampered due to a limited understanding of cold adaptation in eastern Canadian winter wheat. This thesis aims to explore the genetic, physiological, and molecular traits associated with cold adaptation by: (i) identifying winter survival-related marker-trait associations (MTAs) in a diverse panel (n = 321) of Canadian winter wheat genotypes, (ii) validating the physiological assumptions of winter survival using eastern Canadian cultivars such as 'Branson', and (iii) characterizing cold-adaptive mechanisms unique to eastern Canadian cultivars using RNAseq expression analysis. A genome-wide association study (GWAS) identified three significant winter survival-related MTAs. However, the comparison of genotypes across a wide range of test environments favored selection for broad adaptative traits. Mild winter environments were unable to differentiate between genotypes effectively. Physiological traits associated with winter survival in western Canada (i.e., cold tolerance, threshold induction temperature, and vegetative-to-reproductive transition) were evaluated in eastern Canadian cultivars to determine their value as selection criteria in the absence of winterkill. Eastern Canadian cultivars exhibited significantly less cold tolerance (LT50) values as compared to cold-hardy cultivars like 'Norstar,' despite comparable winter survival in the field. This observation fits with the noted geographic distribution of cold tolerance in wheat, with cultivars developing cold tolerance just below the minimum temperature experienced in the region. However, several eastern Canadian cultivars maintained cold tolerance after vegetative-to-reproductive transition, which may represent an important adaptation in regions with thaw-refreeze cycles. Differential expression of genes associated with photosynthesis, pigment biosynthesis and metabolism, and abscisic acid (ABA) signaling was observed between 'Branson' (hardy) and 'Gaines' (non-hardy) crown tissue during cold acclimation. Priming of the ABA signaling pathway was observed in 'Branson' prior to cold exposure, which may provide an advantage in regions with recurrent environmental stresses. While further research is required to identify specific target traits for cultivar development in eastern Canadian macro-environments, this interdisciplinary research provides a foundation for future studies aimed at improving winter survival in eastern Canadian winter wheat.","Whiting, Rachel Marguerite.",Rachel Whiting,2024,PhD,other,0.42351717616236684
Guelph,University of Guelph,Elucidating the role of cortactin in invadopodium-based ECM degradation.,"Cortactin is a key player in the invasion of breast cancer cells due to its involvement in actin polymerization, activation of the Arp2/3 complex, and trafficking of the extracellular matrix degrading protein membrane-type-1 matrix metalloproteinase (MT1-MMP). The goal of this study was to assess how particular residues of cortactin, tryptophan 22 (W22), lysine 309 (K309), and tyrosine 421 (Y421), are important in invadopodia formation and ECM degradation. We used quick-change mutagenesis to produce cortactin with mutations at these sites and transfected them into MDA-MB-231 cells to assess their effects on this already invasive, immortalized breast cancer cell line. We found that each mutant expressed a dominant negative effect on these cells, impeding actin polymerization, limiting the cell's capacity to degrade gelatin (an ECM analogue), and reducing MT1-MMP cell surface expression. Together, these results indicate that cortactin has extensive protein interactions and has a powerful role in invadopodia function.","Clarke, Marguerite Jean.",Marguerite Clarke,2022,MSc,other,0.46566916982916784
Guelph,University of Guelph,Elusive Metrics: Quantifying Security of Behavioural Biometrics Against Adversarial Attacks.,"Behavioural biometrics is gaining popularity as the interaction with smartphones and other smart technologies increases. Behaviour biometrics, such as voice or how a person types, are used to authenticate users through binary classification using machine learning classifiers. Our research investigates the limitations of widely used metrics to evaluate these biometric authentication systems. We show that the contemporary metrics provide misleading results for five diverse biometric authentication systems including gait, mouse, keystroke, swipe, and voice biometrics. For instance, when we evaluate the voice biometric on a dataset of 22 users using mean Accuracy and Equal Error Rate metrics, the results are quite promising, with a mean Accuracy score of 95% and mean Equal Error Rate of 0.04. However, a deeper analysis reveals that only four samples are required to bypass the whole population of 22 users using a simple bruteforce attack. Our deeper analysis of ten metrics across five behavioural biometrics show that these metrics provide misleading results. To better quantify the security of these biometrics, we propose four new metrics. These metrics include Bypass Rate of a Sample, Minimum Samples to Bypass N- Population, Coverage of Most Potent Sample, and Victims Successfully Bypassed by an Attacker. We revisit the security provided by behavioural biometrics using the proposed metrics and show that the proposed metrics provide much-needed clarity in terms of the performance of these metrics against adversarial attacks. We perform experiments to show that these metrics perform well for different dataset sizes. Future evaluations of behavioural biometrics should consider reporting these new metrics to provide insights into the security of the biometrics.","Stegman, Jonah.",Jonah Stegman,2023,MSc,other,0.47625853921357686
Guelph,University of Guelph,Embracing Annotation Efficient Learning (AEL) for Digital Pathology and Natural Images.,"Jitendra Malik once said, 'Supervision is the opium of the AI researcher'. Most deep learning techniques heavily rely on extreme amounts of human labels to work effectively. In today's world, the rate of data creation greatly surpasses the rate of data annotation. Full reliance on human annotations is just a temporary means to solve current closed problems in AI. In reality, only a tiny fraction of data is annotated. Annotation Efficient Learning (AEL) is a study of algorithms to train models effectively with fewer annotations. To thrive in AEL environments, we need deep learning techniques that rely less on manual annotations (e.g., image, bounding-box, and per-pixel labels), but learn useful information from unlabeled data. In this thesis, we explore five different techniques for handling AEL.","Teh, Eu Wern.",Eu Teh,2022,PhD,other,0.23148140570374798
Guelph,University of Guelph,"Emerging Technology and Health Informatics in Veterinary Medicine: Technology-Enhanced Weight-Loss Program, Disease Patterns and Predictions from Insurance Data, and Perceptions of Telemedicine in the COVID-19 era.","Emerging technology is revolutionizing veterinary medicine, changing healthcare delivery, and expanding our understanding of animal health. This thesis explores various technological use-cases in veterinary health informatics. In the first study, a pet health technology ecosystem was investigated to determine its effectiveness in feline weight loss. The findings indicated that a technology-enhanced weight-loss program led to significantly higher weight-loss rates compared to traditional methods. While pet owners were highly satisfied with the devices, they were hesitant to pay the retail cost. In the second study, pet health insurance data were analyzed to identify disease patterns in cats, revealing breed-specific variations in disease incidence and higher morbidity rates in purebred cats compared to domestic crosses. These insights illustrate the importance of breed-specific healthcare and may provide valuable information for veterinarians, breeders, pet owners, and researchers. In a follow up study, machine learning was applied to pet insurance data, focusing on feline periodontal disease and skin tumours. The models performed with relatively good predictive accuracy, with breed and previous insurance claims emerging as significant predictors. However, prior insurance claims may be nonspecific, indicative of multiple diseases, and reflect the rate of detection rather than the disease itself. This emphasizes the potential of machine learning in veterinary health data while highlighting the need for careful interpretation and thorough data validation. In the final study, the perceptions of veterinarians about telemedicine and information and communication technologies (ICTs) were examined, particularly before and during the COVID-19 pandemic. Despite increased ICT usage during the pandemic, many veterinarians did not classify certain ICT applications as telemedicine. There was also hesitancy among veterinarians to charge for remote consultations, despite growing acceptance of these services. Overall, this thesis contributes to veterinary health informatics by demonstrating potential applications and benefits of various technologies in veterinary medicine. It highlights the need for affordable, user-friendly devices, the potential of insurance data for epidemiological research, the importance of careful interpretation of machine learning models, and the evolving role of telemedicine in veterinary practice. With continuous and diligent research and development, advancements in technology and health informatics hold the potential to profoundly transform veterinary medicine.","Hadar, Barr.",Barr Hadar,2024,PhD,other,0.2792884708644956
Guelph,University of Guelph,Emotion Detection System Using Electrodermal Activity Signals from Wearable Devices with Deep Learning Techniques.,"Nowadays, due to the fast pace of society and the pressure from all aspects of work and life, many individuals suffer from depression and associated negative emotions. Prolonged exposure to such emotions can escalate into more severe mental and physical disorders, underlining the importance of monitoring emotional changes. Analyzing and predicting people's emotions through technology can help people monitor their mental health better on time. This is part of the research direction actively explored in affective computing. As emotional fluctuations can affect physiological signals, monitoring these can offer insight into one's emotional state. Specifically, the fluctuations in skin conductivity resulting from different sweat secretion levels make electrodermal activity (EDA) signals a promising candidate for emotion detection. With the advantages of wearable devices equipped with EDA and other physiological signal sensors, there is a convenient and cost-effective avenue to collect the EDA data. However, while wearable devices provide a promising platform, EDA research still has significant challenges. The concerns include motion artifacts in the signals, selecting optimal features from EDA signals, and discovering reliable annotation methods for these signals. To address these gaps, this work utilizes public EDA datasets and proposed systems leveraging machine learning and deep learning techniques. This thesis presents a system emphasis on artifact detection and correction within EDA signals from wearable devices, and this objective strengthens signal integrity and improves the precision of emotion detection. Furthermore, exploring annotation efficiency underscores the strategic utilization of external annotations, emphasizing their role in enhancing model performance. Within this framework, the adoption of deep learning models highlights the potential for precise and automated emotion detection from EDA signals and assists in generating labels for physiological signals automatically. Also, the fusion of physiological signals and facial expressions emerges as a promising strategy, capitalizing on multimodal approaches to support emotion detection accuracy. This research has delivered a comprehensive investigation into emotion detection using EDA signals from wearable devices and contributed to the broader perspective of affective computing. It lays the groundwork for further advancements in understanding and responding to human emotions with human-computer interaction.","Zhu, Lili.",Lili Zhu,2024,PhD,other,0.15435072865078736
